,,FISERV INC,KLA CORP,NINTENDO CO LTD,LAM RESEARCH CORP,TRIP COM GROUP LTD,SALESFORCE.COM INC,NETEASE INC,CERNER CORP,SKYWORKS SOLUTIONS INC,INTERCONTINENTAL EXCHANGE,MICROSTRATEGY INC,XILINX INC,ADVANCED MICRO DEVICES,ANSYS INC,MICRON TECHNOLOGY INC,LIVEPERSON INC,MERCADOLIBRE INC,ONTO INNOVATION INC,ASML HOLDING NV,NVIDIA CORP,BOOKING HOLDINGS INC,ALPHABET INC,ANALOG DEVICES,ADVANCED ENERGY INDS INC,BAIDU INC,EBAY INC,APPLE INC,CADENCE DESIGN SYSTEMS INC,ACTIVISION BLIZZARD INC,AMAZON.COM INC,TAIWAN SEMICONDUCTOR MFG CO,MARVELL TECHNOLOGY INC,CISCO SYSTEMS INC,8X8 INC,INTEL CORP,EXACT SCIENCES CORP,MICROSOFT CORP,ORACLE CORP,IDEXX LABS INC,PAYCHEX INC,AUTODESK INC,AUTOMATIC DATA PROCESSING,MAXIM INTEGRATED PRODUCTS,MICROCHIP TECHNOLOGY INC,DIODES INC,QUALCOMM INC,INTUIT INC,TEXAS INSTRUMENTS INC,POWER INTEGRATIONS INC,CHECK POINT SOFTWARE TECHN,ADOBE INC,APPLIED MATERIALS INC,SYNOPSYS INC,NETFLIX INC,FORMFACTOR INC,ELECTRONIC ARTS INC,MATCH GROUP INC,BROADCOM INC,IRIDIUM COMMUNICATIONS INC,SPS COMMERCE INC,TESLA INC,NXP SEMICONDUCTORS NV,PACIFIC BIOSCIENCES OF CALIF,PROTO LABS INC,FACEBOOK INC,SPLUNK INC,IOVANCE BIOTHERAPEUTICS INC,WORKDAY INC,FATE THERAPEUTICS INC,2U INC,TWITTER INC,JD.COM INC,ALIBABA GROUP HLDG,SQUARE INC,PURE STORAGE INC,ATLASSIAN CORP PLC,PAYPAL HOLDINGS INC,SHOPIFY INC,TELADOC HEALTH INC,INVITAE CORP,ALARM.COM HOLDINGS INC,ZILLOW GROUP INC,INTELLIA THERAPEUTICS INC,TWILIO INC,CRISPR THERAPEUTICS AG,OKTA INC,SPOTIFY TECHNOLOGY SA,DOCUSIGN INC,ROKU INC,SEA LTD - ADR,NIO INC -ADR,GUARDANT HEALTH INC,TWIST BIOSCIENCE CORP,BIONANO GENOMICS INC,UBER TECHNOLOGIES INC,ZOOM VIDEO COMUNICATIONS INC,PINDUODUO INC -ADR,PAGERDUTY INC,10X GENOMICS INC,PELOTON INTERACTIVE INC,4D MOLECULAR THER INC,VIR BIOTECHNOLOGY INC,BEAM THERAPEUTICS INC,ONECONNECT FIN TECH -ADS,RELAY THERAPEUTICS INC,KE HOLDINGS INC -ADR,UNITY SOFTWARE INC,PALANTIR TECHNOLOG INC,SEER INC,DOORDASH INC,ABCELLERA BIOLOGICS INC,OPENDOOR TECHNOLOGIES INC,QUALTRICS INTERNATION,SANA BIOTCHNOLOGY INC,VIEW INC,ROBLOX CORP,COINBASE GLOBAL INC
UBER TECHNOLOGIES INC,UBER,0.020257866,0.019706665,0.020352328,0.020621471,0.021629425,0.02224267,0.021802686,0.017706037,0.018115597,0.018483551,0.020313943,0.021488843,0.019617537,0.020482173,0.01800952,0.01931612,0.017577223,0.015591999,0.020592842,0.022063488,0.021862175,0.020069795,0.018911298,0.015866535,0.019093217,0.020814382,0.02219554,0.020036656,0.023016388,0.02088512,0.019652912,0.01978356,0.017151661,0.016154801,0.019212345,0.018769396,0.021849101,0.023091918,0.019851074,0.018184084,0.018813532,0.018817106,0.01656849,0.017880928,0.015397437,0.016553573,0.021305885,0.018921388,0.020026745,0.020419855,0.020616489,0.017015683,0.021126507,0.023332506,0.01786902,0.019493015,0.023148578,0.022848696,0.019419057,0.017301377,0.018835904,0.01692644,0.019766713,0.016583959,0.021063868,0.018519513,0.015799813,0.019577092,0.016448913,0.018641585,0.021394249,0.022998262,0.01869182,0.020965766,0.017928295,0.018973988,0.023546278,0.018706637,0.02087371,0.023115912,0.019718517,0.019155705,0.020353042,0.017090824,0.018282345,0.02229739,0.01872691,0.018586224,0.017926663,0.021225177,0.021158392,0.020141855,0.019749388,0.024318565,0.022832,0.02424902,0.018997181,0.018343942,0.024432074,0.021901235,0.020700831,0.022249967,0.020491153,0.023934621,0.023970421,0.02149264,0.024492979,0.022582704,0.021979308,0.022905448,0.022855991,0.020972196,0.023409724,0.020093752,0.020839307,0.020656595,0.021224556
ZOOM VIDEO COMUNICATIONS INC,ZM,0.022954024,0.022496786,0.023163872,0.023496097,0.024641655,0.025286963,0.024521068,0.020306842,0.020810392,0.021258222,0.022754086,0.024487616,0.02240443,0.023571406,0.020799465,0.022150273,0.020091327,0.018222854,0.023295121,0.025188997,0.024897948,0.022819012,0.022178644,0.018293966,0.02181569,0.023829395,0.025130987,0.022823775,0.026188593,0.023509555,0.022320256,0.022497471,0.020014077,0.018585471,0.022199683,0.021688929,0.025067711,0.02628973,0.022509973,0.020903233,0.021471966,0.021585548,0.019037234,0.020645173,0.017940115,0.018908128,0.024368938,0.021933982,0.022816783,0.023114257,0.023508145,0.01960446,0.024073409,0.026638975,0.020542925,0.02235913,0.026627846,0.026028546,0.022347715,0.019829268,0.02151944,0.019372476,0.022378601,0.019187301,0.02383038,0.021417562,0.018336713,0.022247003,0.018953418,0.021446602,0.024396546,0.025763804,0.021354817,0.023781622,0.02069546,0.021467945,0.026719593,0.021474877,0.02389746,0.025969977,0.022345452,0.02219536,0.022856653,0.019852666,0.021049399,0.02536349,0.021354562,0.021350764,0.020787382,0.024092196,0.023867784,0.022774152,0.022043904,0.02736692,0.025554545,0.02678641,0.021347523,0.020647071,0.027276741,0.024399566,0.023256399,0.024780504,0.022995237,0.02655813,0.026499605,0.023966832,0.026905855,0.024960263,0.024590263,0.025638387,0.025541741,0.023770204,0.02583335,0.022844847,0.02362993,0.023378821,0.024076385
PINDUODUO INC -ADR,PDD,0.018697381,0.018092483,0.01883246,0.019196834,0.020257609,0.020935623,0.020140857,0.016180206,0.016514344,0.01714704,0.018694144,0.020609682,0.018214572,0.019391304,0.016338235,0.01782268,0.015521079,0.013771784,0.019002061,0.020803541,0.020720981,0.018638501,0.01810749,0.013743056,0.017118562,0.01979079,0.02109463,0.018827537,0.021875035,0.019422704,0.017972525,0.018292401,0.015981339,0.01429177,0.017969398,0.017285042,0.021113766,0.022317955,0.01826384,0.016976956,0.017311338,0.017588453,0.0149147585,0.016126083,0.013780949,0.0146517735,0.020451417,0.017903475,0.018749563,0.019276457,0.01947753,0.015240386,0.019950777,0.022539418,0.016229564,0.018137151,0.022574184,0.021948742,0.018216584,0.015636254,0.016764842,0.015127207,0.018112421,0.014717943,0.019626884,0.016839247,0.013990987,0.018138384,0.014428959,0.016641228,0.02014295,0.021206765,0.017092546,0.019458158,0.016068993,0.017357158,0.022658926,0.017011834,0.019387644,0.021792522,0.018284274,0.01756758,0.018404482,0.015226124,0.016535396,0.020833034,0.016820827,0.016661234,0.016259117,0.019976407,0.01925214,0.0184178,0.01769004,0.02306199,0.021215215,0.02247458,0.016754447,0.016318146,0.02336192,0.020316523,0.019121286,0.020276422,0.018726077,0.02267819,0.022259308,0.019932393,0.022756524,0.020549,0.020470593,0.021482686,0.021453602,0.01937905,0.02189222,0.018693702,0.019382756,0.019248752,0.019936094
PAGERDUTY INC,PD,0.016116682,0.015572948,0.016248545,0.016601516,0.017604107,0.018175533,0.017524675,0.013676008,0.014041757,0.014473137,0.015949327,0.0176249,0.015571973,0.016634122,0.013968191,0.015219474,0.013192222,0.011599396,0.016334495,0.018127508,0.018008646,0.015957117,0.015246339,0.011648952,0.01479949,0.017012259,0.018198242,0.016000118,0.019096512,0.016641797,0.015414254,0.01570411,0.013393559,0.01195972,0.015304107,0.014774605,0.01802553,0.019264843,0.015659347,0.0142389685,0.014633386,0.014849045,0.012496114,0.013732682,0.011410059,0.012221197,0.017472416,0.015146766,0.016002294,0.016447168,0.016628284,0.012943484,0.017082538,0.019528318,0.013755221,0.015563408,0.019510444,0.019017702,0.015410572,0.013198015,0.014463083,0.012639814,0.015557985,0.012462284,0.016912134,0.014450516,0.011742874,0.015368328,0.012130149,0.014478024,0.017368574,0.018621845,0.014537827,0.016761925,0.013705505,0.0146703785,0.019626701,0.014519271,0.016837995,0.018952623,0.01561464,0.015121116,0.015915854,0.012923577,0.014176341,0.018083682,0.014477255,0.014283448,0.013856777,0.017085632,0.016798215,0.015827253,0.015143373,0.020297501,0.018587789,0.019758169,0.014420236,0.013926206,0.020221101,0.017480617,0.01657625,0.017838227,0.016176244,0.01966203,0.019675892,0.01727357,0.020156527,0.018166922,0.017833168,0.018815417,0.01869942,0.01691125,0.019184552,0.01611642,0.016818134,0.016651323,0.017291311
10X GENOMICS INC,TXG,0.019419393,0.018694153,0.019653875,0.020004923,0.02100583,0.021508155,0.021069067,0.01634753,0.0171383,0.017301055,0.019237598,0.020722393,0.018770091,0.019818405,0.017375428,0.018460518,0.016261535,0.0147197945,0.01949656,0.021830475,0.02129539,0.018862383,0.018504174,0.014688178,0.018266456,0.020145493,0.021525266,0.018950237,0.022709932,0.019547688,0.01870391,0.018968942,0.016381022,0.015130708,0.018338528,0.018087085,0.021079134,0.022439867,0.0188094,0.016763968,0.017790949,0.017664587,0.015414361,0.016925337,0.014261126,0.015079189,0.020323485,0.018084845,0.019189904,0.019427106,0.019575648,0.015969304,0.020145237,0.022903206,0.016952246,0.018837107,0.02296775,0.02215485,0.018851947,0.016035242,0.018037986,0.015747009,0.01901115,0.01561655,0.019969206,0.018188814,0.0148248635,0.018347517,0.015341381,0.018331287,0.020846855,0.022069508,0.017666424,0.020103503,0.01714514,0.017524937,0.023042696,0.017686574,0.020456893,0.022756672,0.018967958,0.018717619,0.019524034,0.016274396,0.017535089,0.02156252,0.017912166,0.017913016,0.017291265,0.020135703,0.020819006,0.019140176,0.01834491,0.024533449,0.022022069,0.023209812,0.017866544,0.01695257,0.02323952,0.020345338,0.019807432,0.021473128,0.01936595,0.022897454,0.023299595,0.020353552,0.023736218,0.021846086,0.021093784,0.022203809,0.02197811,0.02031831,0.02252757,0.019258501,0.020086948,0.019780962,0.020522352
PELOTON INTERACTIVE INC,PTON,0.021294836,0.020522632,0.021400947,0.021705117,0.02278167,0.02330935,0.022908589,0.018249884,0.018926581,0.019148113,0.021172386,0.022473563,0.020528285,0.021493316,0.01905635,0.02024145,0.018206853,0.016450565,0.021375716,0.02343461,0.023014475,0.020781301,0.019972956,0.016544007,0.020149149,0.021837657,0.023259994,0.020798923,0.024376886,0.021541635,0.020521887,0.020762999,0.018044379,0.0169553,0.02008148,0.019815048,0.022776369,0.02416893,0.02069276,0.018646067,0.019611029,0.019499717,0.017250085,0.018737143,0.016042976,0.01704703,0.022098305,0.01975363,0.020960739,0.021272538,0.021399401,0.01775679,0.021950299,0.024549272,0.018715376,0.020548357,0.024481794,0.02388768,0.020500999,0.017939152,0.019873178,0.017585726,0.020836929,0.01743801,0.021881467,0.019817727,0.016640147,0.020290742,0.017259369,0.020020198,0.022588862,0.024010027,0.019525884,0.021954304,0.018928481,0.019529538,0.024732381,0.01953555,0.022154467,0.024507968,0.02074167,0.020358833,0.02146633,0.018048374,0.01934172,0.023408128,0.019746717,0.019649696,0.018992312,0.022017054,0.022595229,0.021049479,0.020461263,0.02613449,0.023974808,0.025265645,0.019826006,0.018963087,0.02525538,0.022468653,0.021749197,0.023499684,0.021396872,0.024938656,0.025329921,0.022373343,0.025797341,0.023876032,0.023080382,0.024125502,0.023973852,0.022168024,0.024522804,0.021119058,0.021952124,0.021687068,0.022350669
4D MOLECULAR THER INC,FDMT,0.018281413,0.018013725,0.018375924,0.018620595,0.019571157,0.020143222,0.019558623,0.016381932,0.01656451,0.017008662,0.018212,0.019439444,0.017799485,0.018648885,0.016352795,0.01756401,0.016162315,0.0143622,0.01870536,0.019786132,0.01976351,0.018373521,0.017226648,0.014643275,0.017319852,0.018893683,0.019972382,0.018249627,0.02067119,0.01901248,0.01780332,0.017895859,0.015721384,0.014707234,0.017617581,0.017090697,0.01988968,0.02089519,0.01801006,0.016852641,0.017073024,0.017258475,0.015187794,0.01639822,0.0142410295,0.015236225,0.019474525,0.0173651,0.018129606,0.018490497,0.018809825,0.015638929,0.019233264,0.021054454,0.016281847,0.017671276,0.020871103,0.02073847,0.017480949,0.015923064,0.017055616,0.0154254995,0.017740037,0.015201731,0.019159686,0.01666086,0.01450823,0.017841963,0.015056986,0.016740564,0.019260453,0.020738171,0.017023373,0.018949617,0.0163198,0.017347092,0.021162093,0.017117752,0.018817307,0.020487797,0.01768667,0.017372886,0.018210096,0.015629463,0.0166418,0.02018179,0.016943384,0.016812092,0.01630895,0.019313507,0.01877338,0.018222978,0.017851628,0.021371743,0.02049337,0.02168152,0.017127793,0.01670757,0.022064097,0.01990176,0.018624397,0.019856764,0.018513909,0.021407267,0.021269383,0.019364266,0.021681352,0.020029102,0.019736424,0.020510472,0.020506293,0.018917019,0.020809913,0.018216701,0.018833674,0.01869246,0.01917445
VIR BIOTECHNOLOGY INC,VIR,0.019860016,0.019700864,0.020021776,0.020305887,0.02126477,0.021922093,0.02124171,0.017958632,0.018117564,0.018625712,0.019787474,0.021179661,0.0194549,0.020391775,0.017844984,0.019174198,0.017666582,0.01574515,0.02042335,0.021522656,0.021525808,0.020071054,0.018894142,0.01605184,0.018809827,0.020640725,0.021758307,0.019938435,0.022480268,0.02074088,0.019414164,0.019495195,0.017215326,0.016060062,0.01927263,0.018624172,0.021754438,0.022759099,0.01963549,0.01850108,0.018660074,0.018881401,0.016631225,0.017926982,0.015641574,0.016692303,0.021309428,0.019038968,0.019793145,0.020120556,0.02056269,0.017148446,0.021025145,0.022952158,0.01782697,0.019291006,0.02275872,0.022608487,0.019044407,0.017416356,0.018572079,0.01689367,0.019260798,0.016594646,0.020876165,0.018113032,0.015844978,0.019430645,0.016409783,0.0181553,0.020923017,0.022536516,0.018568309,0.020619048,0.017790454,0.018924458,0.023041125,0.01870247,0.020472474,0.022152996,0.01923538,0.018955758,0.019711416,0.01705679,0.018124875,0.021912564,0.018450307,0.018334845,0.017808454,0.0210925,0.020292439,0.019813493,0.0193862,0.023040066,0.022211613,0.023498187,0.018635297,0.018204106,0.023990812,0.021694679,0.0201674,0.021418337,0.020091314,0.023174232,0.022901157,0.02101674,0.02333879,0.02158335,0.021357711,0.02219585,0.02218899,0.020529578,0.022505842,0.019806342,0.020445993,0.020300876,0.020832228
BEAM THERAPEUTICS INC,BEAM,0.020007085,0.019605896,0.02009558,0.020388376,0.021395236,0.021957712,0.021430172,0.01772198,0.018039169,0.018411407,0.01988453,0.021148745,0.019421127,0.02033778,0.017919397,0.01915091,0.017541796,0.01573132,0.020338958,0.02174471,0.021614641,0.019921077,0.018767232,0.015975537,0.018949114,0.020627836,0.021825083,0.0197971,0.022693735,0.020581633,0.01940543,0.019586094,0.017135475,0.016080571,0.019122494,0.018669045,0.021567835,0.022742726,0.019613413,0.018126018,0.018585818,0.018668294,0.016532684,0.01785783,0.01547861,0.01649017,0.021082535,0.018842742,0.019790582,0.020131977,0.020405238,0.017051,0.020876696,0.022977944,0.017787402,0.019347163,0.022798758,0.022572586,0.019099845,0.017288592,0.018689344,0.016775418,0.019474033,0.016588025,0.020815527,0.018355059,0.015888514,0.019318905,0.016447917,0.018522637,0.021073185,0.022637933,0.018526645,0.020666642,0.017854637,0.018773133,0.023098215,0.018623954,0.020679533,0.022548169,0.019370288,0.019068899,0.020015659,0.017083531,0.018262569,0.021981096,0.018600155,0.018440643,0.017873544,0.020976407,0.020759426,0.019888975,0.019443436,0.02370433,0.022457637,0.0237243,0.018742627,0.018166894,0.02391973,0.02156095,0.020422384,0.021854825,0.02024038,0.023347028,0.023452599,0.021149442,0.023888635,0.022119982,0.02164159,0.022519762,0.022439376,0.020788748,0.022856994,0.01994235,0.020636292,0.020456353,0.021012418
ONECONNECT FIN TECH -ADS,OCFT,0.018113578,0.017548019,0.018197475,0.018438611,0.019324131,0.019860022,0.019615129,0.015628504,0.016073178,0.016302958,0.018200515,0.01908058,0.017458556,0.018164916,0.016014574,0.01715419,0.015608974,0.013758491,0.018389395,0.019766385,0.019527674,0.017831968,0.016607063,0.014076848,0.017062386,0.01849975,0.019838002,0.017766815,0.02062633,0.01862167,0.017547827,0.017657664,0.015067086,0.014315069,0.016976317,0.016641427,0.019333897,0.020546215,0.017704876,0.01597535,0.016704341,0.016610697,0.014653162,0.015852703,0.01351445,0.014639137,0.018851329,0.01666865,0.017826943,0.018169362,0.018286642,0.015089038,0.018765692,0.020795252,0.015857821,0.017351044,0.02057542,0.02034004,0.017214788,0.015301833,0.01686179,0.015003077,0.017696397,0.014685523,0.01878797,0.01651172,0.013950856,0.017361987,0.0145685375,0.016718104,0.01909023,0.020718934,0.016611533,0.018728185,0.015931826,0.016832003,0.02103485,0.016604621,0.01866711,0.020809367,0.017616566,0.017041523,0.018323762,0.015131419,0.016268026,0.019916816,0.016745975,0.016593643,0.015905643,0.018871868,0.019114777,0.018014437,0.017721847,0.022003923,0.020569291,0.021954902,0.017074883,0.016388524,0.021876398,0.019596925,0.01857206,0.020132601,0.018372651,0.021537153,0.02174962,0.019308008,0.022271145,0.020521373,0.019758789,0.020623328,0.020552348,0.018811293,0.021185506,0.017923372,0.018643154,0.018458344,0.018973183
RELAY THERAPEUTICS INC,RLAY,0.020236798,0.020189943,0.020307839,0.020485219,0.021419697,0.02204028,0.021527499,0.01862226,0.018666323,0.019077715,0.020200849,0.021067088,0.019747458,0.020422807,0.01833823,0.01956996,0.01863717,0.016533412,0.020851932,0.021430636,0.021502908,0.020511258,0.018745257,0.017089987,0.019543428,0.020607242,0.021661289,0.020188248,0.02229595,0.021182524,0.01990413,0.019809674,0.017508255,0.016857453,0.01956133,0.01902065,0.021542853,0.022478087,0.020105219,0.018975127,0.019094432,0.019243719,0.017327534,0.018599244,0.016383681,0.017640043,0.021275515,0.01917043,0.019968772,0.020259188,0.020727556,0.017869452,0.021163793,0.022592613,0.01836241,0.01951823,0.022211675,0.022433342,0.019136082,0.0181498,0.01931976,0.01763578,0.019655226,0.017417815,0.02122883,0.018497108,0.01664571,0.01990814,0.017351376,0.018731229,0.020973397,0.022941792,0.019109882,0.020938972,0.018465003,0.019578867,0.022731503,0.019318705,0.020648293,0.022041768,0.019487383,0.019298933,0.020272883,0.017809419,0.018703325,0.02215152,0.01909246,0.018942656,0.018315451,0.021291345,0.020631082,0.020325696,0.020228598,0.022646062,0.022486797,0.023810437,0.01952257,0.019104162,0.023965582,0.022197736,0.020546598,0.021928044,0.020664271,0.02321348,0.023115274,0.021398969,0.023552636,0.022068616,0.021632586,0.022318231,0.022363132,0.020848608,0.022651104,0.02010621,0.020723676,0.020597091,0.020964911
KE HOLDINGS INC -ADR,BEKE,0.019621495,0.019066922,0.019587567,0.019791974,0.020806935,0.021338522,0.021032982,0.017230721,0.017556706,0.017847732,0.019630268,0.020455178,0.018859973,0.019555127,0.017437445,0.018632967,0.017266518,0.015283157,0.019871185,0.021051252,0.020918274,0.019400146,0.017849326,0.015675694,0.018677779,0.019862501,0.021153722,0.019234682,0.02195215,0.020177498,0.018995762,0.019091785,0.016483484,0.015819762,0.018461488,0.018137394,0.020690817,0.021922667,0.019212468,0.017539188,0.018138714,0.01811454,0.016150182,0.017410245,0.0150281545,0.016247097,0.020284595,0.018063653,0.01920968,0.019603573,0.01974874,0.01659396,0.020208722,0.022101669,0.01730363,0.018745499,0.021796312,0.021750433,0.01853303,0.016896827,0.01839579,0.016465422,0.019134572,0.016263971,0.020325568,0.017894872,0.01553038,0.018932298,0.01621926,0.018181944,0.020498278,0.022255199,0.01812995,0.020207515,0.017468251,0.018445723,0.022327658,0.018170802,0.020082392,0.022111582,0.018970069,0.018460965,0.019838935,0.016696464,0.017824298,0.021463932,0.018263627,0.018040169,0.017371153,0.020365307,0.020496694,0.019539379,0.019362902,0.023180401,0.022095963,0.023462575,0.018622955,0.01800247,0.023375742,0.021219278,0.020117901,0.02173278,0.01999074,0.023009859,0.0232807,0.020849202,0.023779428,0.02206454,0.021318948,0.022120576,0.022093643,0.020339048,0.022615148,0.019450165,0.02017243,0.020008668,0.02045708
UNITY SOFTWARE INC,U,0.022759551,0.022750635,0.022752149,0.022862485,0.023859875,0.024506649,0.023951808,0.021272337,0.021237582,0.021707477,0.022724643,0.023470841,0.02223615,0.022845933,0.020846229,0.022142664,0.021408997,0.019157583,0.023402102,0.023718573,0.023850765,0.023118144,0.021127066,0.01977795,0.022226762,0.022968912,0.023981966,0.02273861,0.024588624,0.023809208,0.02243628,0.022255158,0.020021252,0.019515589,0.022124708,0.02158706,0.023976201,0.024826366,0.022681324,0.021634186,0.021678066,0.021838222,0.019939022,0.021263842,0.019041121,0.020416716,0.023747763,0.02164932,0.022420373,0.022674058,0.023236431,0.020454595,0.023671832,0.024897916,0.020927938,0.021957329,0.024447717,0.024778383,0.021597277,0.020817848,0.02197726,0.020295499,0.022136673,0.020105697,0.023778548,0.020988975,0.019304985,0.022574455,0.020132706,0.021239309,0.023411855,0.025452606,0.021727007,0.023482963,0.021125631,0.022274768,0.025037922,0.021995146,0.023085052,0.024330173,0.021913981,0.021812428,0.022828413,0.020507894,0.021307021,0.024725405,0.021676496,0.021534538,0.0209033,0.023846224,0.0230659,0.02290299,0.022967711,0.024746269,0.024955167,0.026248656,0.022174183,0.021777308,0.026449203,0.024851948,0.023006288,0.024442255,0.023273543,0.025658313,0.025466338,0.023881465,0.025861861,0.024483114,0.024084073,0.02469242,0.024817681,0.02330411,0.024952976,0.022586536,0.023192529,0.023081688,0.023372507
PALANTIR TECHNOLOG INC,PLTR,0.022101942,0.021980165,0.022078028,0.02222765,0.023229655,0.023900928,0.023358615,0.020452747,0.020423472,0.02094016,0.02214619,0.022982066,0.021554766,0.022211947,0.02000762,0.021387102,0.020445602,0.01817672,0.0227198,0.023154365,0.0233037,0.022412704,0.020454057,0.018762065,0.021332817,0.022410627,0.023520576,0.022107432,0.024089808,0.02316961,0.021702085,0.021608029,0.019251714,0.018622788,0.021361431,0.02077903,0.023452727,0.02439215,0.021976592,0.020874804,0.020955827,0.021123948,0.019102508,0.020350296,0.018118035,0.019499049,0.023193011,0.020949006,0.02181356,0.022160865,0.022627298,0.019566117,0.023062332,0.024449626,0.020119058,0.021274386,0.024012448,0.024296291,0.020949995,0.01997326,0.0210682,0.019441226,0.021484822,0.019144855,0.023136333,0.020164562,0.018372165,0.021865567,0.01915606,0.020363234,0.022821855,0.024822263,0.0209467,0.022818824,0.020205677,0.021539846,0.02462199,0.021135682,0.0223992,0.02392508,0.02131921,0.020979716,0.022145262,0.019529913,0.02045781,0.02404076,0.020856475,0.020653414,0.02002598,0.023247428,0.022409987,0.022195155,0.022219831,0.024423096,0.024412744,0.02580123,0.021345371,0.020963475,0.02606853,0.024276955,0.022435118,0.023842031,0.022612453,0.025311565,0.025076082,0.023361532,0.025533723,0.02396717,0.023581242,0.024237612,0.024353707,0.022660712,0.024622682,0.021956613,0.022574188,0.022484438,0.02281753
SEER INC,SEER,0.019010995,0.018704323,0.0190859,0.01930809,0.020255158,0.020808076,0.020389285,0.016954305,0.017203022,0.017522437,0.01896602,0.019915171,0.018425308,0.0191645,0.017038893,0.018201249,0.016938418,0.015015574,0.019418707,0.020473901,0.020383758,0.018993236,0.017558068,0.015417757,0.018153986,0.019414293,0.02057925,0.018787745,0.021337522,0.019677125,0.018535614,0.018577289,0.016160378,0.015402846,0.018128138,0.017709546,0.020281563,0.021376478,0.018712567,0.017288484,0.01769544,0.017749202,0.015804376,0.01707335,0.01478492,0.015918106,0.01990026,0.017778736,0.01872071,0.019046726,0.019333135,0.016315274,0.019785862,0.021560214,0.016935337,0.0182894,0.021286082,0.021260725,0.018015001,0.016553547,0.017918611,0.016096441,0.018505057,0.015899967,0.019829946,0.01738554,0.015166196,0.018443204,0.015800158,0.017618056,0.01989412,0.02164099,0.017680518,0.019656602,0.017054167,0.017998248,0.02172254,0.017796678,0.019538488,0.021263624,0.018362692,0.01805385,0.01911244,0.016333908,0.017363194,0.020895386,0.017756019,0.017607037,0.01697764,0.019895533,0.01971387,0.018989883,0.018734852,0.022210093,0.021352233,0.02265388,0.018076852,0.017531263,0.022698956,0.020649541,0.019403808,0.020862848,0.019329885,0.022149088,0.022266462,0.020150369,0.02272095,0.021110509,0.020534148,0.021317177,0.021282887,0.019703649,0.021703124,0.018878935,0.019549923,0.01938329,0.019840727
DOORDASH INC,DASH,0.02049195,0.020055553,0.02053758,0.020739706,0.021737965,0.02234268,0.021928921,0.018219775,0.01851412,0.018875297,0.020548005,0.021492692,0.019844595,0.020579373,0.018343758,0.019613141,0.018222708,0.01614857,0.020883188,0.021990642,0.021872548,0.020414118,0.018950231,0.016553316,0.019547554,0.020854263,0.022145042,0.02027356,0.022891413,0.021211777,0.019968186,0.019990103,0.017452095,0.016693212,0.019497665,0.01907298,0.021835322,0.02298184,0.02017085,0.01863151,0.019138863,0.019156639,0.017072253,0.01836333,0.015967866,0.017216066,0.021402877,0.019128885,0.020179428,0.020548735,0.020804033,0.017521085,0.021286387,0.023161221,0.01824791,0.019674247,0.02288036,0.022797393,0.01952911,0.017834397,0.01928608,0.017437574,0.019988008,0.017150113,0.021320635,0.018762067,0.01635399,0.01994502,0.01707303,0.01895342,0.021445213,0.023198768,0.019079808,0.021181088,0.018379021,0.019439466,0.023380417,0.019150024,0.020980172,0.022972722,0.01987412,0.019398103,0.020634303,0.017608598,0.018665845,0.022463601,0.01910983,0.018962499,0.018286962,0.021409398,0.021268392,0.02045751,0.02024543,0.023946207,0.022943987,0.024335928,0.019494336,0.018900968,0.02443497,0.022227302,0.02089814,0.022453047,0.020819962,0.023919871,0.02395618,0.021697318,0.02445539,0.022722939,0.022098357,0.022917498,0.022921434,0.021142017,0.023387827,0.020298444,0.021010665,0.02084707,0.02131399
ABCELLERA BIOLOGICS INC,ABCL,0.017161014,0.016733417,0.017268814,0.017514039,0.018389922,0.018929737,0.018639319,0.014880169,0.015241205,0.015480992,0.01719722,0.01809081,0.016555024,0.017261911,0.015141931,0.01626334,0.014851037,0.012983752,0.017514827,0.018758642,0.018583091,0.016994044,0.015669728,0.013360547,0.016182724,0.017573092,0.018838126,0.016860655,0.019604273,0.01773966,0.016661407,0.01673752,0.01419676,0.013454162,0.016126676,0.01575264,0.018379593,0.01955523,0.016811742,0.015203378,0.01579019,0.0157587,0.01383163,0.015037169,0.012734319,0.0138545865,0.017959218,0.01581124,0.016881043,0.01722071,0.01739743,0.014321589,0.017864637,0.019782972,0.01500009,0.016434064,0.019536465,0.019408807,0.016203428,0.014512435,0.015981097,0.014148661,0.0167171,0.013874876,0.017905055,0.015548806,0.013136558,0.016460586,0.013731228,0.015783444,0.018081618,0.019811075,0.015730537,0.017781876,0.015063313,0.015985942,0.019994805,0.015769886,0.017705347,0.019674608,0.016619544,0.016134582,0.017320441,0.014295988,0.015388786,0.018968524,0.015854647,0.015696237,0.015022288,0.017955258,0.018039985,0.01709506,0.016805438,0.020777265,0.019580608,0.020954419,0.016198281,0.015574347,0.02087535,0.018709973,0.017609911,0.019117348,0.017441068,0.020448053,0.020659195,0.018357525,0.021177903,0.019480579,0.018761324,0.019601548,0.01952409,0.017870447,0.02012753,0.016999144,0.01769991,0.017521378,0.018016782
